key,durations
<65041><ctrl>0,[2839.998]
<65041><ctrl>2,"[1216.7954,1887.999,5751.825]"
<65041><ctrl><65041>,"[1256.2417,623.5234,912.5701]"
<65041><ctrl><alt>,"[1920.5234,1303.6975]"
<65041><ctrl><ctrl>,"[1280.2551,543.6367,5703.4219,623.8259,695.873,535.3257,711.0496]"
<65041><ctrl><left>,[983.9019]
<65041><ctrl><shift>,"[2072.4636,2142.9688,984.0828]"
<65041><ctrl><shift_r>,"[232.7361,919.7327]"
<65041><ctrl><space>,"[871.8398,712.0046,1768.0303,775.2944,583.8801]"
<65041><ctrl>a,"[208.0645,711.0173,303.7432,119.2036,487.8376,599.3152,175.7615,103.2566,207.6802,304.4238,399.9788,103.929,223.2607,199.8496,255.9854,136.2258,119.9526,111.0068,519.9431,455.3247,199.2434,127.5913,135.5525,399.9883,272.0449,143.8889,183.8115,904.1707,128.3281,111.9412,175.8398,447.7947,135.5427,791.6902,151.9946,256.0779,95.3879,167.2295,111.563,127.5481,183.7354,199.8652,127.8074,119.2156,120.0093,119.8481,96.2173,119.584,143.9922,104.2742,167.9124,87.5784,159.8438,183.8613,128.0264,199.7241,119.4485,447.6252,87.7778,119.6448,231.7583,119.5518,95.6472,224.0037,87.9849,311.9292,231.6123,88.0657,167.0381,335.8516,327.8621,439.9197,175.8518,159.7004,1767.0518,96.219,128.0247,271.8979,679.6511,80.3745,168.0339,191.9209,335.7732,223.6294,463.7522,103.1904,407.7046,191.762,151.7603,120.3433,120.1309,560.0339,55.2217,79.5916,79.7168,176.3848,448.1543,383.8416,159.5266,71.9036,127.927,231.7998,167.8284,64.1348,184.3638,159.8401,70.9192,118.9753,775.9539,168.5911,151.1938,160.3862,279.8606,111.9065,255.2871,319.9143,159.7576,111.7405,103.282,247.876,136.0371,239.8252,167.5801,263.0757,103.1257,626539.2593,29317.3833,-778477.3434]"
<65041><ctrl>d,[967.6536]
<65041><ctrl>e,"[800.6821,415.7778]"
<65041><ctrl>h,"[135.9092,231.2205,191.7786,144.4441,208.1951,568.6533,223.8572,128.2654,791.615,160.2998,224.0315]"
<65041><ctrl>i,"[135.5779,247.5332,159.9954,111.5886,207.5049,127.4001,456.6348,503.8218,216.4924,264.1135,127.3933,103.3337,167.9358,455.1995,119.8889,159.0767,127.9133,143.7656,95.8416,192.1606,168.6672,464.1492,168.041,255.9502,151.978,254.6016,191.531,1175.8691,903.875,145.1091,151.6926,319.8398,615.5442,110.6963,223.79,127.374,160.0239,103.0828,119.7988,199.6829,142.7896,224.5024,136.1956,95.2258,111.0161,192.1135,703.865,136.1614,160.1133,120.0769,200.0474,271.917,399.7939,152.0007,175.6482,783.2766,127.5903,399.7373,167.8162,159.9648,287.802,552.4402,111.8848,247.2903,871.6045,831.9529,215.1768,255.9551,103.5889,191.7776,271.1904,695.8347,376.0215,255.5906,224.0005,320.8499,159.8088,144.1416,127.967,278.8845,376.1265,104.0107,143.6982,791.7278,271.4189,127.6355,160.1799,160.1697,200.188,256.6155,207.8074,159.7244,185.2681,327.2986,192.9795,287.7158,135.9131,1335.7654,143.9551,319.7366,271.5408,135.3577,183.7493,639.0776,135.9702,135.0903,143.8657,159.3569,392.1238,216.0063,319.4822,208.3508,1032.0947,248.1428,488.1431,279.6807,160.6436,232.106,168.3008,199.9319,215.7996,135.4722,296.4587,1439.6755,208.614,216.1318,255.6814,94.8982,-433670.2376,-402259.3551]"
<65041><ctrl>k,"[135.7058,855.2832,272.3274,576.158,296.0942,215.8262,103.7202,280.4446,288.5168,127.4915,79.8367,151.563,151.7451,111.5066,575.9961]"
<65041><ctrl>s,"[520.0762,15327.9531,703.7915,695.1775,559.6506,1816.012,551.9846]"
<65041><ctrl>t,[560.2544]
<65041><ctrl>u,"[287.7957,456.0457,192.1028,127.926,383.9822,935.3081,1495.8652]"
<65041><ctrl>v,[1759.7634]
<65041><ctrl>x,"[1752.6963,895.9412]"
<65041><ctrl>y,"[319.7441,511.8804,208.3809,287.9756,128.0073,544.3662,143.8799,231.7668,374.2354,247.4585,183.8545,351.6821,175.9199]"
<65041><ctrl>z,"[744.1697,800.2917,1079.1577,567.3401,1039.7532]"
<65041><down><65041>,[6329.3479]
<65041><enter><65041>,[1312.342]
<65041><esc><alt>,[3175.853]
<65041><esc><esc>,[1423.3921]
<65041><shift><shift>,[1504.5383]
<65041><shift>p,[599.5896]
<65041><shift>r,[33105.0679]
"<65041><shift_r>,",[839.4497]
<65041><shift_r>.,[423.7864]
<65041><shift_r><65027>,[856.1008]
<65041><shift_r><65041>,"[3248.2695,943.4453,5824.3496,5695.1846]"
<65041><shift_r><ctrl>,"[263.804,112.7959,223.9893,183.5447,303.5215,120.1812,95.6086,136.0605,96.613,87.3145,1943.9795,207.6436,272.04,152.0354,360.0884,79.9143,167.1047,439.4126,111.9182,335.8257,599.3442,94.9519,391.9939,128.0212,2328.2043,135.6653,183.3271,127.7827,80.2986,1743.6323,415.8491,303.7993,392.6536,544.1824,391.8181,752.0444,87.9438,503.2798,119.1294,160.2808,119.6311,520.0334,225.1929,223.291,1200.1396,167.8137,759.7544,167.1941,184.2334]"
<65041><shift_r><enter>,[3104.0515]
<65041><shift_r><shift_r>,"[487.5352,1384.8735,1440.5205,1391.4517]"
<65041><shift_r><space>,"[3488.0291,984.2039]"
<65041><shift_r>a,"[375.5889,247.3577,168.0154,191.7588,87.3943,352.6697,687.9502,208.1897,23.5964]"
<65041><shift_r>e,"[296.5518,167.6958,215.9185,239.9966,191.7769,136.2419,663.9434,87.6326,79.6685,199.7749]"
<65041><shift_r>f,[38.5059]
<65041><shift_r>g,[119.8223]
<65041><shift_r>h,"[248.2656,271.9036,104.6709,87.8684,64.7019,168.4011,87.9346,183.0906,207.7927,79.1973,519.7043,192.1775,80.0659,143.4553,191.3933,736.5198]"
<65041><shift_r>i,"[159.5935,239.8684,136.1738]"
<65041><shift_r>k,[440.6963]
<65041><shift_r>o,"[391.6394,1088.4229,391.9609,168.0354,87.7812,143.8877,119.7131,438.9524,272.0654,192.4758,112.0071,159.7849,1575.7563,143.4666,104.6543,247.0596,1504.135,103.7053,95.5161,415.7036,143.6641,96.0476,143.886,359.7847,151.7192,167.6777,287.8284,304.5588,191.9182,2144.4153,551.9558,191.9333,183.8994,119.8835]"
<65041><shift_r>u,"[328.9548,160.012,247.9514,184.063,127.8855,1279.7356]"
<65041><shift_r>v,"[279.7646,151.78,336.6692,95.9507,199.8855,102.8618,135.8213,256.1526]"
<65041><shift_r>y,"[599.9709,119.9255]"
<65041><shift_r>ü,"[80.2922,144.0022,279.541,176.3098,1343.7141,111.7971,159.6868,207.5393,207.675,247.8191,215.792,95.8408,464.2576,143.384,472.8218,167.9778,128.4099,166.7903,496.0308,176.4016,152.2617,1031.5879,143.3616,104.1099,264.0483,95.8081,503.9314,143.699,231.9775,215.6941,183.8577,192.0901,96.4556,128.0161,207.3967,167.7302,199.2292,95.3853,255.8862,160.3882,128.4971]"
<65041><space><65027>,"[1031.397,2079.8015,504.5884,1103.9695]"
<65041><space><65041>,"[3040.5925,327.9875,518.7966,648.2827,6519.8462,1984.6199]"
<65041><space><ctrl>,[2521.2205]
<65041><space><enter>,[1128.6003]
<65041><space><shift>,"[1175.5928,544.0359,1200.1504,999.9636,1744.3813,9367.9556,456.1309]"
<65041><space><shift_r>,"[488.6655,839.717,672.8135]"
<65041><space><space>,[576.0691]
<65041><space>c,[3063.3547]
<65041><space>l,[752.002]
<65041><space>r,[2760.093]
<65041><space>s,[2335.864]
<65041><space>w,"[600.5527,5088.2354]"
<65041><tab><shift>,[8400.5964]
"<65041>a,","[1560.4448,295.8582,424.0496,1359.0303,384.0063]"
<65041>a.,"[504.3889,479.7151,1431.8579,344.3467]"
<65041>a<65027>,"[536.2854,296.4883]"
<65041>a<65041>,"[9424.0471,847.4954,2408.3013,528.2356,2200.0503,951.022,1368.3518,568.1731,11328.6982,487635.0893]"
<65041>a<alt>,"[631.7,804.2808]"
<65041>a<ctrl>,"[351.9597,488.2695,615.8167,384.2593,823.3186,671.7595,504.1021]"
<65041>a<shift>,"[360.4507,303.9351,503.4558,327.897,384.7466]"
<65041>a<shift_r>,"[391.561,360.4963,488.0447,303.5605,384.5952,848.187,439.823,240.2258,607.7561,767.8689,1096.1831,615.9456,312.1306,255.5869,615.9912,376.0659,199.8206,328.5752]"
<65041>a<space>,"[519.9751,375.9531,695.4287,423.3552,688.1841,11925.7097,520.3777,2432.3647,321.1816]"
<65041>aa,"[487.865,559.9453,329.1101,400.0552,304.0164,399.7729,831.6655,639.6045,342.2642,407.2407,567.6602,320.5269,551.5176,727.2683,375.1819,287.7954,807.792,384.2463,648.7893,336.0645]"
<65041>ad,[271.7437]
<65041>ae,"[991.8271,887.2925]"
<65041>ag,[272.3196]
<65041>ah,"[359.6755,1064.2532]"
<65041>ai,"[480.0452,271.8857,583.9197,303.9534,646.5774,864.304,481.0032,879.696,503.4756,719.6526,640.1748]"
<65041>al,[815.2754]
<65041>am,[767.7378]
<65041>ao,"[1135.873,1815.7883,520.6494,1064.1003]"
<65041>ap,[703.9863]
<65041>as,"[280.4255,583.9841,2223.3879,232.3201]"
<65041>aw,"[1038.405,288.2139]"
<65041>aü,[616.3948]
<65041>be,[2823.8994]
<65041>c<alt>,[343.5178]
<65041>co,[688.3787]
<65041>de,"[2361.2178,1230.5347]"
"<65041>e,","[510.9722,576.551,592.0051]"
<65041>e.,"[647.9888,624.0647,991.8867,3791.9355,568.0354,751.3262,575.4097]"
<65041>e<65027>,"[351.5063,615.844,712.0144,560.8455]"
<65041>e<65041>,"[599.4702,5576.2742,2824.4292,3463.968,1408.2642,3040.23,1376.0344,1071.6047,920.5566]"
<65041>e<alt>,[7752.6838]
<65041>e<cmd>,[54968.1597]
<65041>e<ctrl>,"[824.3245,983.9622,679.9851,536.0271,513.0972,479.8489,1416.189,598.2258,655.8745,735.3684,303.2634,687.1033,2248.8406,567.5793,895.2903,736.084,471.3069,586.9194,640.5312,479.4666,664.333,1175.6763,848.1965,703.7273,607.4595,681.394,655.9202,1008.3333,3959.8801]"
<65041>e<enter>,"[575.8931,759.5981,855.7239,1153.03,511.6267,576.2168]"
<65041>e<esc>,[5999.4944]
<65041>e<shift>,[375.6555]
<65041>e<shift_r>,"[368.2292,1223.8152,272.2673,1304.1926,408.5425,1392.2424]"
<65041>e<space>,"[583.9255,544.1267,535.3464,-731204.1079]"
<65041>ea,"[2640.3408,823.8179,320.3904,711.4858]"
<65041>ec,[1864.0195]
<65041>ed,[520.2217]
<65041>ee,"[564.353,613.479,1359.5745,367.7231,319.1816,367.5178,255.2163,455.4446,465.3916,351.6023,584.498,384.0122,620.3608,711.2283,320.0994,384.0327,519.2861,384.4958,527.7205,345.2854,655.2329,694.9758,407.9526,303.7253,416.5645,344.1057,1291.5901,465.2837,1538.6846,400.0593,472.4998,1301.6484,335.1584,432.4158,327.4929,336.1462,288.0164,1399.7346,399.9099,327.9424,375.9595,659.5903,455.2566,367.5173,335.1196,587.6248,648.1294,335.5908,359.6602,343.9985,376.8906,527.3838,359.2063,823.186,735.5518,800.0317,1127.7991,383.863,351.3767,431.3901,832.575,623.7158,392.4368,344.2327,335.6895,454.8303,351.4661,763.793,623.5315,319.8279,358.9448,431.4863,1912.5754,319.8633,359.906,811.6599,872.4565,496.0498,344.4121,700.6558,659.7837,720.4495,392.1858,303.6162,392.0007,376.2102,479.3774,304.0376,311.5049,1127.9534,383.6868,586.6799,679.8323,636.4812,691.9966,912.2678,612.2424,636.6228,287.8542,319.5732,576.6101,303.6096,519.7925,872.2371,768.6113,-388598.3479,-27834.1949,483723.2557,442038.4198,94506.4119,-111863.4365,-102792.0017,22276.6186]"
<65041>eg,[1136.1677]
<65041>eh,"[751.4673,752.105,1151.8149,1296.4502,976.0835,359.8438,288.2615,527.45,960.0576,640.0156,624.0249,1064.0645,351.8186,519.8799,399.6736,496.6323,512.0505,344.3469,327.5515,744.1357,391.5696,502.8708,432.0293,1111.7695,368.1499,472.9319,871.4009,-325038.0445]"
<65041>ei,"[823.6917,527.6689]"
<65041>el,"[959.6946,1839.8694]"
<65041>em,"[975.5044,1584.2683]"
<65041>eo,"[872.0952,583.8374,1855.0046,703.9094,831.2976,519.3696,528.0232,1527.8579,615.2581,456.135,679.8267,487.9336,639.5632,2847.4163,471.9346,2344.1714,1176.0007,1144.1313,1935.3242,799.2007,671.6755,433.106,544.1045,856.2163,743.6882,671.1206,511.655,728.5007,1599.4583,632.5105,1767.8557,1343.8965,2399.7969,1951.9304,727.8462]"
<65041>et,"[551.2483,2087.9609]"
<65041>eu,"[1832.5786,591.4746,448.6174,319.7256,391.6553,303.7815]"
<65041>ey,[688.7576]
<65041>eü,"[447.9102,335.9685,376.5876,383.9866,351.7925,839.2393,344.2039,472.3777,1047.8682,351.9077,574.6074,487.9985]"
<65041>f<65041>,[904.0376]
<65041>gi,[383.7542]
"<65041>h,","[423.7471,1912.0588,343.8315,398.8896,479.4875]"
<65041>h.,"[384.2493,559.7454,488.0232,1598.8887,408.1614,703.709]"
<65041>h<65027>,"[568.209,264.0381,376.3491,407.7742,663.9805,592.7576,327.8943]"
<65041>h<65041>,[17824.4624]
<65041>h<ctrl>,"[287.8977,528.1594,567.4661,344.2271,632.3862,774.9646,344.8047,2008.0371,399.5476,288.1365,248.7422,488.5417,391.0715,423.4897,727.8889,759.9263,296.2385]"
<65041>h<shift>,"[552.1499,616.1145]"
<65041>h<shift_r>,"[462.8425,328.0703,471.9373,512.6204,959.584,624.0559,664.0989,327.7097,519.915,416.1997,440.0508]"
<65041>he,"[734.8843,919.8701]"
<65041>hh,[799.3625]
<65041>hi,[447.4668]
<65041>hk,[680.615]
<65041>ho,[742.9529]
<65041>hu,[943.9263]
<65041>hü,[1215.9062]
"<65041>i,","[799.6689,1087.4011,983.957]"
<65041>i.,"[679.7075,614.8232,752.1416]"
<65041>i<65027>,"[359.1252,335.2166,808.0649,304.0505,871.6946,296.1565]"
<65041>i<65041>,"[2337.363,1239.7292,30698.9329,935.8162,599.9236,3263.697,3119.1741]"
<65041>i<alt>,[38142.6853]
<65041>i<ctrl>,"[424.6355,3055.1028,487.854,575.9373,943.7197,440.7483,376.1938,943.6096,16455.4585,584.283,319.4446,560.0474,511.5273,487.8589,1232.7183,848.5322,391.4263,463.2534,-579066.1974]"
<65041>i<shift>,[935.8352]
<65041>i<shift_r>,"[791.0632,312.2019,839.5105,974.3667,4528.0508,472.0906,456.5305]"
<65041>i<space>,"[343.7925,359.2791,983.8704,1087.9788,862.752,616.2603,719.5583,3478.8213]"
<65041>ia,"[703.3,600.5569,1247.0837,1056.1245,504.3914,855.375,407.7698,839.865,647.5112,719.8962,304.3657,520.1428,1191.9702,608.5244,815.3503]"
<65041>ie,"[2288.6372,775.9255,543.8748,1703.29]"
<65041>ii,"[635.458,368.4263,643.6172,279.1838,636.1165,495.8391,668.2073,847.6919,653.2725,264.8496,660.5317,620.8225,700.7842,715.3574,415.0608,620.1309,685.0371,391.8032,676.8208,612.4666,651.5715,1116.0801,692.0161,611.2998,592.4644,671.6499,472.4165,620.0305,367.4072,399.9941,247.9858,599.6094,583.8401,-585768.4836,-769677.7339,271113.8562]"
<65041>ir,[416.0642]
<65041>iu,[894.7466]
<65041>jo,[2951.135]
<65041>k<65041>,[711.4541]
<65041>kk,"[719.9624,823.1716]"
<65041>l<space>,[1175.2917]
<65041>ma,[1463.8467]
<65041>me,[1224.6572]
<65041>n<65041>,[648.9734]
<65041>n<space>,[448.4612]
"<65041>o,","[424.2178,415.9099,528.8347,568.48,688.7107,447.4568,464.5266]"
<65041>o.,"[2184.2878,623.8533,423.8867,664.0991,1128.2422,376.0789,671.5356,608.4023]"
<65041>o1,[1727.3672]
<65041>o<65041>,[7592.0127]
<65041>o<alt>,[3078.4319]
<65041>o<ctrl>,"[935.8079,568.2366,791.7998,632.092,431.2424,10647.9595,536.1707,567.1621,366.97,415.792,2183.1318,608.0081,302.7278,919.3284,351.394,560.4446,1184.1575,759.2168,567.6763,568.3008,704.1204,1439.9211,936.5103,1103.6492,775.3699,599.6062,431.4771,592.113,335.9468,719.5181,3217.0566,280.2966,271.9333,896.3918]"
<65041>o<shift_r>,"[456.2585,465.2217]"
<65041>o<space>,[527.9075]
<65041>oa,"[296.0654,295.6887,1278.9797,760.5579,336.0894]"
<65041>oe,"[584.0664,720.2515,527.7224,848.7737,576.4309,655.2654,744.3491,4167.8428,631.6736,759.7666,935.8589,544.2886,599.8586,535.5593,663.9565,711.991,688.1528]"
<65041>oh,"[440.5598,641.075,671.8145,488.7085,479.833]"
<65041>oi,[1312.0208]
<65041>ok,"[888.0713,1183.5466]"
<65041>oo,"[336.0544,391.3022,688.105,383.845,820.5337,1639.1287,336.356,383.9768,328.6006,544.0308,996.416,296.3538,636.3306,919.7288,619.6892,928.0212,580.8445,563.5688,263.7854,752.0027,612.2173,731.5122,592.325,247.5125,407.5247,311.9539,464.6492,472.3713,660.7539,367.5928,951.7664,987.1997,1007.8933,1079.7231,567.9434,596.5525,751.2771,392.0642,968.8511,367.947,343.7625,328.0823,944.0183,479.6702,359.8135,400.8413,645.2297,1023.8252,1207.3564,335.9697,628.782,383.2241,1079.8,327.6643,351.9326,304.26,368.7344,603.8706,660.4517,224.2554,392.095,335.5825,327.8386,329.0784,1221.3721,660.3364,667.8545,2692.3406,335.7422,783.6082,415.188,272.5227,376.3813,312.4932,732.1299,1007.4983,2551.2236,303.2278,879.7368,408.51,431.877]"
<65041>op,[4991.7961]
<65041>ou,"[400.7078,689.0156,444.9165,328.1084,616.0544,366.4668,752.198,303.887,392.1152,1343.5674,495.3271,376.1399,367.9888,335.5608,376.4126,1191.199]"
<65041>oü,"[312.3777,520.1768,383.885]"
<65041>pe,[17253.9944]
<65041>s.,[624.1792]
<65041>sa,[231.4531]
<65041>si,[496.2725]
<65041>su,[768.7456]
<65041>te,[624.2268]
<65041>th,"[856.3108,19991.7439]"
<65041>tr,[544.0479]
"<65041>u,","[1247.9146,415.3198,608.0359]"
<65041>u.,"[565.0845,1087.2332,423.7573]"
<65041>u<65027>,"[335.5881,152.2114,223.9966,191.303,184.2178,272.0066,287.8958,271.3428,535.5027]"
<65041>u<65041>,"[624.6548,3976.7065,815.9001,1735.8342,617.1243,2199.4944,815.8379]"
<65041>u<alt>,"[2168.4119,4848.8618,976.2454,2215.7424]"
<65041>u<ctrl>,"[592.6545,776.6094,695.3562,871.5901,653.6658,343.9536,696.019,1231.4465,958.5618,1143.6956,767.1433]"
<65041>u<enter>,"[3568.3032,2175.4343,3728.7087]"
<65041>u<shift>,[1127.9028]
<65041>u<shift_r>,"[1040.3652,2743.552,367.8303,767.8872,768.0239]"
<65041>u<space>,"[1255.856,416.0417,383.2961,455.9028,432.344,367.4839,1711.8569,647.9431,550.7747,375.3816,639.9431,398.9004,391.9302,728.1733,2552.3901,1103.6794,535.8721,1680.0173]"
<65041>ua,"[783.9097,943.2241,552.5122,446.9854,647.5574,391.9856,656.1902,583.8708,480.1504,1616.5051,5591.5242,1807.8801,583.2136,951.7556]"
<65041>ue,"[584.6221,1351.938,576.8125]"
<65041>uh,[831.8796]
<65041>ui,"[1319.6931,1159.676]"
<65041>um,[623.9231]
<65041>ur,[1191.231]
<65041>us,"[1127.9597,1543.9509,592.4897,1423.8438]"
<65041>ut,[558.731]
<65041>uu,[399.7751]
<65041>uv,[656.2935]
<65041>uw,[623.853]
<65041>uü,"[344.3972,1112.2146,327.8684,423.3435]"
<65041>va,"[3088.0132,1479.5391]"
<65041>vv,"[263.5703,657.0007]"
<65041>w<65041>,[1871.481]
<65041>we,[1095.5317]
<65041>wr,[1352.8958]
<65041>y<65041>,[687.9819]
<65041>yy,"[359.4861,647.9314,520.1819,536.0049,279.3242]"
<65041>z<ctrl>,[2886.9556]
<65041>ü.,[1032.1211]
<65041>ü<65027>,"[280.1965,616.5303,544.8203,695.8132]"
<65041>ü<65041>,[1559.2012]
<65041>ü<alt>,"[1623.9365,680.0322]"
<65041>ü<ctrl>,"[439.967,943.5925,640.3506,335.5518,1015.6213,2384.0366,287.9517,319.9885,480.3137,328.4861,487.2041,263.8535,407.7727,559.989]"
<65041>ü<shift>,"[240.0979,1272.8115,384.0596,1063.8938,888.0383,463.1062,1407.979]"
<65041>üc,"[1312.2021,536.2126]"
<65041>üd,[535.73]
<65041>üf,[455.3816]
<65041>üh,[520.196]
<65041>üm,[752.3306]
<65041>üo,"[534.8015,984.4568]"
<65041>üs,[760.1851]
<65041>üü,"[447.9055,543.5129,328.7859,295.95,351.9248,296.03,775.8796,343.5601,2119.4973,304.1382,263.5706,887.3159,303.7515,239.5776,543.8245,375.3835,887.9431,311.6899,263.9609,520.3054,455.9465,240.3618,384.0317,328.0828]"
<65056><65056><alt>,[1512.1306]
<65056><alt><ctrl>,[5359.9775]
<65056><alt><tab>,"[36343.0254,1367.9829]"
<65056><ctrl>v,[559.9753]
<65056><ctrl>w,[2112.3047]
<65056><shift>b,[648.8445]
<65056><shift>i,[720.1931]
<65301><cmd>s,"[16407.8281,15703.1624]"
<65301><esc><ctrl>,[9792.5972]
<65511><left><alt>,[27116.8555]
<65511><right><65041>,[8984.6057]
<65511>i<alt>,[1975.3293]
<alt>09,[1399.7368]
<alt>1<65041>,"[2080.1316,1407.7507,1527.9951]"
<alt>1<alt>,"[1287.866,1655.9141,2239.2185,2399.7693,2271.2595,2587.4751,1671.2332,1223.5808,2120.3735]"
<alt>1<ctrl>,"[1696.0247,968.4055,743.8503]"
<alt>1<enter>,"[3503.8611,2632.1719,2992.186]"
<alt>1<esc>,"[1944.4478,1767.1213]"
<alt>1<f5>,[2520.3853]
<alt>1<shift>,[1400.2356]
<alt>1c,[1255.4458]
<alt>1d,"[1456.239,1383.8582]"
<alt>34,[1055.4731]
<alt>3<ctrl>,[4400.1492]
<alt>69,[1816.011]
<alt><65027><alt>,[552.0227]
<alt><65041><ctrl>,"[896.2302,647.9365,9607.3013]"
<alt><65041><shift_r>,[1639.5771]
<alt><65041>e,[1455.9995]
<alt><65041>i,"[19135.9397,9927.8125]"
<alt><65041>ü,[3168.582]
<alt><alt>1,[1064.2305]
<alt><alt><65041>,[1608.6982]
<alt><alt><alt>,"[1711.6143,1440.0073]"
<alt><alt><ctrl>,"[4216.2654,856.0684,1208.3586,935.4822,10295.3381,2440.5867,10839.9204,23670.833,240.7498,5640.3655,2144.4788,1919.8167,3016.9956]"
<alt><alt><print_screen>,"[881.7793,402.1133]"
<alt><alt><right>,[744.5789]
<alt><alt><shift>,[3119.1047]
<alt><alt><tab>,"[776.3701,271.9028,328.2822,3591.8862,1295.8472,895.0288,2152.0442,392.5779,911.0142,1128.0054,672.3923,377.8464]"
<alt><alt>i,[1440.3718]
<alt><backspace><alt>,[1000.0923]
<alt><ctrl>.,[384.167]
<alt><ctrl>2,"[2679.5972,2448.0417]"
<alt><ctrl>3,[2007.8188]
<alt><ctrl><65041>,"[1335.8696,871.7642,992.0686,1832.3142,1023.8235,1176.3311]"
<alt><ctrl><alt>,"[21630.2698,7431.874,3845.6953,615.886,3016.1287,4280.4563,13367.429,2464.5693,5367.2427,3615.6653,9648.7803,4592.4827,4199.4983,2000.1152,2143.0923,816.175,3071.4355,1336.3792,399.6028,6216.9038,1135.2317,2207.8176,5375.0635,7719.834,2855.8979,3832.9292,3960.2456,23487.7881]"
<alt><ctrl><ctrl>,"[2967.3289,10238.8374,1304.0811,3711.7908,1087.291,856.7302,934.9871,424.3804,2455.2793]"
<alt><ctrl><down>,[247.5464]
<alt><ctrl><left>,"[336.3857,2736.5356,311.7886,142.9541,815.7917,224.1511,983.5134,183.937,335.5234,855.9363,911.7939,264.0798,143.6807,272.0298,480.0088,159.8879,1151.156,671.5068,199.8301,160.2183,383.696,1112.0042,127.2031,184.1768,448.2151,159.8967,208.1238,239.5969,375.7949,760.4475,207.3142,295.9092,472.188,303.9319,143.4839,159.6538,264.3518,287.8977,151.3616,96.1902,128.1892,408.0483,280.8267,216.2148,376.1711,607.7205,776.1897,520.4753,200.1169,1472.1287,144.1187,151.9248,224.2441,1752.1572,431.9443,407.4812,351.7476,967.5625,207.6904,3734.6038,136.7292,199.5427,192.2744,328.0476,200.0171,293.9561,280.0247,144.073,199.9827,599.6885,344.5208,423.9099,2624.4141,239.635,375.8828,304.2434,239.9402,1591.9766,395.2661,192.0728,152.3701,303.7024,1888.2039,327.5928,384.012,240.0325,143.813,296.0359,223.7769,151.2058,1752.0491,135.6213,278.1714,152.0149,191.207,415.9751,590.8608,151.9348,199.9944,215.8528,143.8552,240.4817,503.3188,191.9727,272.5112,535.9055,176.4785,320.4998,511.3486,176.095,399.6904,143.8779,319.7808,191.9036,327.9749,159.6262,640.5879,159.915,175.9172,2552.2791,695.1829,128.1357,231.7671,287.5869,527.8723,879.936,88.4668,280.6702,167.8823,151.8867,1111.094,215.9485,232.0427,247.9663,424.3557,215.8711,183.8706,216.4014,319.6624,151.9717,111.3328,504.1121,135.8914,599.1816,311.6445,519.5662,312.0684,128.1184,143.8635,184.0002,463.6372,223.8015,744.0942,296.0479,127.2629,264.0657,432.0586,247.5784,143.9675,199.7732,295.0981,264.1311,231.821,231.8564,928.4844,231.9229,319.9861,231.8276,208.5679,183.7222,280.228,111.9475,176.2986,407.9141,159.7319,152.0312,192.3691,934.8894,111.7388,135.0698,2023.2974,280.2849,135.6948,319.2678,4647.9028,255.8164,143.8584,271.8811,1424.0503,192.2993,1151.4043,760.4856,296.0525,215.7083,120.0222,1799.7747,224.2493,135.6333,383.8228,767.9021,407.8218,448.4475,751.707,111.5454,231.8662,136.6023,208.3816,312.1963,207.6018,239.9275,199.8306,407.812,407.5913,135.8047,655.3193,160.2686,1871.833,600.3062,168.7935,11064.1423,183.8113,311.707,319.8616,255.6667,40.0459,175.7329,328.3479,239.7708,424.572,311.9971,423.3618,175.6411,495.7686,159.8357,416.3105,78643.0516,4176.5408,381483.6111,-926083.4811,-155064.1558,470772.0908,-573226.0895,979955.9799]"
